gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,total_score,average_score,math_pass,reading_pass,writing_pass,all_subjects_passed,grade,score_std,score_range,strongest_subject,weakest_subject
male,group d,high school,standard,none,45,48,46,139,46.33,False,False,False,False,F,1.53,3,reading,math
female,group d,bachelor's degree,free/reduced,none,73,79,84,236,78.67,True,True,True,True,C,5.51,11,writing,math
female,group d,some college,free/reduced,completed,70,78,78,226,75.33,True,True,True,True,C,4.62,8,reading,math
female,group b,some high school,standard,none,37,46,46,129,43.0,False,False,False,False,F,5.2,9,reading,math
male,group b,associate's degree,standard,completed,81,82,82,245,81.67,True,True,True,True,B,0.58,1,reading,math
male,group e,associate's degree,standard,completed,97,82,88,267,89.0,True,True,True,True,B,7.55,15,math,reading
female,group b,some high school,standard,none,67,89,82,238,79.33,True,True,True,True,C,11.24,22,reading,math
male,group b,bachelor's degree,free/reduced,none,88,75,76,239,79.67,True,True,True,True,C,7.23,13,math,reading
male,group e,some high school,standard,completed,77,76,77,230,76.67,True,True,True,True,C,0.58,1,math,reading
male,group c,associate's degree,standard,none,76,70,68,214,71.33,True,True,True,True,C,4.16,8,math,writing
male,group d,some high school,standard,none,86,73,70,229,76.33,True,True,True,True,C,8.5,16,math,writing
male,group c,some high school,standard,completed,63,60,57,180,60.0,True,True,False,False,D,3.0,6,math,writing
female,group e,bachelor's degree,standard,none,65,73,75,213,71.0,True,True,True,True,C,5.29,10,writing,math
male,group d,high school,free/reduced,completed,78,77,80,235,78.33,True,True,True,True,C,1.53,3,writing,reading
male,group b,associate's degree,free/reduced,none,67,62,60,189,63.0,True,True,True,True,D,3.61,7,math,writing
male,group a,some high school,standard,completed,46,41,43,130,43.33,False,False,False,False,F,2.52,5,math,reading
male,group e,associate's degree,standard,completed,71,74,68,213,71.0,True,True,True,True,C,3.0,6,reading,writing
male,group c,high school,free/reduced,completed,40,46,50,136,45.33,False,False,False,False,F,5.03,10,writing,math
male,group d,associate's degree,free/reduced,none,90,87,75,252,84.0,True,True,True,True,B,7.94,15,math,writing
male,group a,some college,free/reduced,completed,81,78,81,240,80.0,True,True,True,True,B,1.73,3,math,reading
male,group d,some high school,free/reduced,none,56,54,52,162,54.0,False,False,False,False,D,2.0,4,math,writing
female,group c,associate's degree,standard,completed,67,84,81,232,77.33,True,True,True,True,C,9.07,17,reading,math
male,group b,associate's degree,standard,none,80,76,64,220,73.33,True,True,True,True,C,8.33,16,math,writing
female,group c,associate's degree,standard,completed,74,75,83,232,77.33,True,True,True,True,C,4.93,9,writing,math
male,group a,some college,standard,none,69,67,69,205,68.33,True,True,True,True,C,1.15,2,math,reading
male,group e,some college,standard,completed,99,87,81,267,89.0,True,True,True,True,B,9.17,18,math,writing
male,group c,some high school,standard,none,51,52,44,147,49.0,False,False,False,False,F,4.36,8,reading,writing
female,group b,associate's degree,free/reduced,none,53,71,67,191,63.67,False,True,True,False,D,9.45,18,reading,math
female,group d,high school,free/reduced,none,49,57,52,158,52.67,False,False,False,False,D,4.04,8,reading,math
female,group b,associate's degree,standard,none,73,76,80,229,76.33,True,True,True,True,C,3.51,7,writing,math
male,group b,bachelor's degree,standard,none,66,60,57,183,61.0,True,True,False,False,D,4.58,9,math,writing
male,group d,bachelor's degree,standard,completed,67,61,68,196,65.33,True,True,True,True,C,3.79,7,writing,reading
female,group c,associate's degree,free/reduced,completed,68,67,69,204,68.0,True,True,True,True,C,1.0,2,writing,reading
female,group c,bachelor's degree,standard,completed,59,64,75,198,66.0,False,True,True,False,C,8.19,16,writing,math
male,group c,high school,standard,none,71,66,65,202,67.33,True,True,True,True,C,3.21,6,math,writing
female,group d,master's degree,standard,completed,77,82,91,250,83.33,True,True,True,True,B,7.09,14,writing,math
male,group c,associate's degree,standard,none,83,72,78,233,77.67,True,True,True,True,C,5.51,11,math,reading
male,group b,bachelor's degree,standard,none,63,71,69,203,67.67,True,True,True,True,C,4.16,8,reading,math
female,group d,associate's degree,free/reduced,none,56,65,63,184,61.33,False,True,True,False,D,4.73,9,reading,math
female,group c,high school,free/reduced,completed,67,79,84,230,76.67,True,True,True,True,C,8.74,17,writing,math
female,group e,high school,standard,none,75,86,79,240,80.0,True,True,True,True,B,5.57,11,reading,math
female,group c,some college,standard,none,71,81,80,232,77.33,True,True,True,True,C,5.51,10,reading,math
female,group c,some high school,free/reduced,none,43,53,53,149,49.67,False,False,False,False,F,5.77,10,reading,math
female,group c,high school,free/reduced,none,41,46,43,130,43.33,False,False,False,False,F,2.52,5,reading,math
female,group c,some college,standard,none,82,90,94,266,88.67,True,True,True,True,B,6.11,12,writing,math
male,group c,some college,standard,none,61,61,62,184,61.33,True,True,True,True,D,0.58,1,writing,math
male,group a,some college,free/reduced,none,28,23,19,70,23.33,False,False,False,False,F,4.51,9,math,writing
male,group c,associate's degree,standard,completed,82,75,77,234,78.0,True,True,True,True,C,3.61,7,math,reading
female,group b,some high school,standard,none,41,55,51,147,49.0,False,False,False,False,F,7.21,14,reading,math
male,group c,high school,standard,none,71,60,61,192,64.0,True,True,True,True,D,6.08,11,math,reading
male,group c,associate's degree,standard,none,47,37,35,119,39.67,False,False,False,False,F,6.43,12,math,writing
male,group e,associate's degree,standard,completed,62,56,53,171,57.0,True,False,False,False,D,4.58,9,math,writing
male,group b,associate's degree,standard,none,90,78,81,249,83.0,True,True,True,True,B,6.24,12,math,reading
female,group c,bachelor's degree,standard,none,83,93,95,271,90.33,True,True,True,True,A,6.43,12,writing,math
female,group b,some college,free/reduced,none,61,68,66,195,65.0,True,True,True,True,C,3.61,7,reading,math
male,group d,some high school,standard,completed,76,70,69,215,71.67,True,True,True,True,C,3.79,7,math,writing
male,group c,associate's degree,standard,none,49,51,43,143,47.67,False,False,False,False,F,4.16,8,reading,writing
female,group b,some high school,free/reduced,none,24,38,27,89,29.67,False,False,False,False,F,7.37,14,reading,math
female,group d,some high school,free/reduced,completed,35,55,60,150,50.0,False,False,True,False,D,13.23,25,writing,math
male,group c,high school,free/reduced,none,58,61,52,171,57.0,False,True,False,False,D,4.58,9,reading,writing
female,group c,high school,standard,none,61,73,63,197,65.67,True,True,True,True,C,6.43,12,reading,math
female,group b,high school,standard,completed,69,76,74,219,73.0,True,True,True,True,C,3.61,7,reading,math
male,group d,associate's degree,standard,completed,67,72,67,206,68.67,True,True,True,True,C,2.89,5,reading,math
male,group d,some college,standard,none,79,73,67,219,73.0,True,True,True,True,C,6.0,12,math,writing
female,group c,high school,standard,none,72,80,75,227,75.67,True,True,True,True,C,4.04,8,reading,math
male,group b,some college,standard,none,62,61,57,180,60.0,True,True,False,False,D,2.65,5,math,writing
female,group c,bachelor's degree,standard,completed,77,94,95,266,88.67,True,True,True,True,B,10.12,18,writing,math
male,group d,high school,free/reduced,none,75,74,66,215,71.67,True,True,True,True,C,4.93,9,math,writing
male,group e,associate's degree,standard,none,87,74,76,237,79.0,True,True,True,True,C,7.0,13,math,reading
female,group b,bachelor's degree,standard,none,52,65,69,186,62.0,False,True,True,False,D,8.89,17,writing,math
male,group e,some college,standard,none,66,57,52,175,58.33,True,False,False,False,D,7.09,14,math,writing
female,group c,some college,standard,completed,63,78,80,221,73.67,True,True,True,True,C,9.29,17,writing,math
female,group c,associate's degree,standard,none,46,58,57,161,53.67,False,False,False,False,D,6.66,12,reading,math
female,group c,some college,standard,none,59,71,70,200,66.67,False,True,True,False,C,6.66,12,reading,math
female,group b,bachelor's degree,standard,none,61,72,70,203,67.67,True,True,True,True,C,5.86,11,reading,math
male,group a,associate's degree,standard,none,63,61,61,185,61.67,True,True,True,True,D,1.15,2,math,reading
female,group c,some college,free/reduced,completed,42,66,69,177,59.0,False,True,True,False,D,14.8,27,writing,math
male,group d,some college,free/reduced,none,59,62,61,182,60.67,False,True,True,False,D,1.53,3,reading,math
female,group d,some college,standard,none,80,90,89,259,86.33,True,True,True,True,B,5.51,10,reading,math
female,group b,high school,standard,none,58,62,59,179,59.67,False,True,False,False,D,2.08,4,reading,math
male,group b,some high school,standard,completed,85,84,78,247,82.33,True,True,True,True,B,3.79,7,math,writing
female,group c,some college,standard,none,52,58,58,168,56.0,False,False,False,False,D,3.46,6,reading,math
female,group d,some high school,free/reduced,none,27,34,32,93,31.0,False,False,False,False,F,3.61,7,reading,math
male,group c,some college,standard,none,59,60,58,177,59.0,False,True,False,False,D,1.0,2,reading,writing
male,group a,bachelor's degree,free/reduced,completed,49,58,60,167,55.67,False,False,True,False,D,5.86,11,writing,math
male,group c,high school,standard,completed,69,58,53,180,60.0,True,False,False,False,D,8.19,16,math,writing
male,group c,bachelor's degree,free/reduced,none,61,66,61,188,62.67,True,True,True,True,D,2.89,5,reading,math
female,group a,some high school,free/reduced,none,44,64,58,166,55.33,False,True,False,False,D,10.26,20,reading,math
female,group d,some high school,standard,none,73,84,85,242,80.67,True,True,True,True,B,6.66,12,writing,math
male,group e,some college,standard,none,84,77,71,232,77.33,True,True,True,True,C,6.51,13,math,writing
female,group c,some college,free/reduced,completed,45,73,70,188,62.67,False,True,True,False,D,15.37,28,reading,math
male,group d,some high school,standard,none,74,74,72,220,73.33,True,True,True,True,C,1.15,2,math,writing
female,group d,some college,standard,completed,82,97,96,275,91.67,True,True,True,True,A,8.39,15,reading,math
female,group d,bachelor's degree,standard,none,59,70,73,202,67.33,False,True,True,False,C,7.37,14,writing,math
male,group e,associate's degree,free/reduced,none,46,43,41,130,43.33,False,False,False,False,F,2.52,5,math,writing
female,group d,some high school,standard,none,80,90,82,252,84.0,True,True,True,True,B,5.29,10,reading,math
female,group d,master's degree,free/reduced,completed,85,95,100,280,93.33,True,True,True,True,A,7.64,15,writing,math
female,group a,some high school,standard,none,71,83,77,231,77.0,True,True,True,True,C,6.0,12,reading,math
male,group a,bachelor's degree,standard,none,66,64,62,192,64.0,True,True,True,True,D,2.0,4,math,writing
female,group b,associate's degree,standard,none,80,86,83,249,83.0,True,True,True,True,B,3.0,6,reading,math
male,group c,associate's degree,standard,completed,87,100,95,282,94.0,True,True,True,True,A,6.56,13,reading,math
male,group c,master's degree,free/reduced,none,79,81,71,231,77.0,True,True,True,True,C,5.29,10,reading,writing
female,group e,some high school,free/reduced,none,38,49,45,132,44.0,False,False,False,False,F,5.57,11,reading,math
female,group a,some high school,free/reduced,none,38,43,43,124,41.33,False,False,False,False,F,2.89,5,reading,math
female,group e,some college,standard,none,67,76,75,218,72.67,True,True,True,True,C,4.93,9,reading,math
female,group e,bachelor's degree,standard,none,64,73,70,207,69.0,True,True,True,True,C,4.58,9,reading,math
female,group c,associate's degree,free/reduced,none,57,78,67,202,67.33,False,True,True,False,C,10.5,21,reading,math
female,group d,high school,standard,none,62,64,64,190,63.33,True,True,True,True,D,1.15,2,reading,math
male,group d,master's degree,standard,none,73,70,75,218,72.67,True,True,True,True,C,2.52,5,writing,reading
male,group e,some high school,free/reduced,completed,73,67,59,199,66.33,True,True,False,False,C,7.02,14,math,writing
female,group d,some college,standard,none,77,68,77,222,74.0,True,True,True,True,C,5.2,9,math,reading
male,group e,some college,standard,none,76,67,67,210,70.0,True,True,True,True,C,5.2,9,math,reading
male,group c,associate's degree,standard,completed,57,54,56,167,55.67,False,False,False,False,D,1.53,3,math,reading
female,group c,some high school,standard,completed,65,74,77,216,72.0,True,True,True,True,C,6.24,12,writing,math
male,group a,high school,free/reduced,none,48,45,41,134,44.67,False,False,False,False,F,3.51,7,math,writing
female,group b,high school,free/reduced,none,50,67,63,180,60.0,False,True,True,False,D,8.89,17,reading,math
female,group c,associate's degree,standard,none,85,89,95,269,89.67,True,True,True,True,B,5.03,10,writing,math
male,group b,some high school,standard,none,74,63,57,194,64.67,True,True,False,False,D,8.62,17,math,writing
male,group d,some high school,standard,none,60,59,54,173,57.67,True,False,False,False,D,3.21,6,math,writing
female,group c,some high school,standard,completed,59,54,67,180,60.0,False,False,True,False,D,6.56,13,writing,reading
male,group a,some college,standard,none,53,43,43,139,46.33,False,False,False,False,F,5.77,10,math,reading
female,group a,some college,free/reduced,none,49,65,55,169,56.33,False,True,False,False,D,8.08,16,reading,math
female,group d,high school,standard,completed,88,99,100,287,95.67,True,True,True,True,A,6.66,12,writing,math
female,group c,high school,standard,none,54,59,62,175,58.33,False,False,True,False,D,4.04,8,writing,math
female,group c,some high school,standard,none,63,73,68,204,68.0,True,True,True,True,C,5.0,10,reading,math
male,group b,associate's degree,standard,completed,65,65,63,193,64.33,True,True,True,True,D,1.15,2,math,writing
female,group b,associate's degree,standard,none,82,80,77,239,79.67,True,True,True,True,C,2.52,5,math,writing
female,group d,high school,free/reduced,completed,52,57,56,165,55.0,False,False,False,False,D,2.65,5,reading,math
male,group d,associate's degree,standard,completed,87,84,85,256,85.33,True,True,True,True,B,1.53,3,math,reading
female,group d,master's degree,standard,completed,70,71,74,215,71.67,True,True,True,True,C,2.08,4,writing,math
male,group e,some college,standard,completed,84,83,78,245,81.67,True,True,True,True,B,3.21,6,math,writing
male,group d,associate's degree,standard,none,71,66,60,197,65.67,True,True,True,True,C,5.51,11,math,writing
male,group b,some high school,standard,completed,63,67,67,197,65.67,True,True,True,True,C,2.31,4,reading,math
female,group c,bachelor's degree,free/reduced,completed,51,72,79,202,67.33,False,True,True,False,C,14.57,28,writing,math
male,group e,high school,standard,none,84,73,69,226,75.33,True,True,True,True,C,7.77,15,math,writing
male,group c,bachelor's degree,standard,completed,71,74,68,213,71.0,True,True,True,True,C,3.0,6,reading,writing
male,group c,associate's degree,standard,none,74,73,67,214,71.33,True,True,True,True,C,3.79,7,math,writing
male,group d,some college,standard,none,68,59,62,189,63.0,True,False,True,False,D,4.58,9,math,reading
male,group e,high school,free/reduced,completed,57,56,54,167,55.67,False,False,False,False,D,1.53,3,math,writing
female,group c,associate's degree,free/reduced,completed,82,93,93,268,89.33,True,True,True,True,B,6.35,11,reading,math
female,group d,high school,standard,completed,57,58,64,179,59.67,False,False,True,False,D,3.79,7,writing,math
female,group d,master's degree,free/reduced,completed,47,58,67,172,57.33,False,False,True,False,D,10.02,20,writing,math
female,group a,some high school,standard,completed,59,85,80,224,74.67,False,True,True,False,C,13.8,26,reading,math
male,group b,some college,free/reduced,none,41,39,34,114,38.0,False,False,False,False,F,3.61,7,math,writing
female,group c,some college,free/reduced,none,62,67,62,191,63.67,True,True,True,True,D,2.89,5,reading,math
male,group c,bachelor's degree,standard,none,86,83,86,255,85.0,True,True,True,True,B,1.73,3,math,reading
male,group c,some high school,free/reduced,none,69,71,65,205,68.33,True,True,True,True,C,3.06,6,reading,writing
male,group a,some high school,free/reduced,none,65,59,53,177,59.0,True,False,False,False,D,6.0,12,math,writing
male,group c,some high school,free/reduced,none,68,63,54,185,61.67,True,True,False,False,D,7.09,14,math,writing
male,group c,associate's degree,free/reduced,none,64,66,59,189,63.0,True,True,False,False,D,3.61,7,reading,writing
female,group c,high school,standard,none,61,72,70,203,67.67,True,True,True,True,C,5.86,11,reading,math
male,group c,high school,standard,none,61,56,55,172,57.33,True,False,False,False,D,3.21,6,math,writing
female,group a,some high school,free/reduced,none,47,59,50,156,52.0,False,False,False,False,D,6.24,12,reading,math
male,group c,some high school,standard,none,73,66,66,205,68.33,True,True,True,True,C,4.04,7,math,reading
male,group c,some college,free/reduced,completed,50,48,53,151,50.33,False,False,False,False,D,2.52,5,writing,reading
male,group d,associate's degree,standard,none,75,68,64,207,69.0,True,True,True,True,C,5.57,11,math,writing
male,group d,associate's degree,free/reduced,none,75,66,73,214,71.33,True,True,True,True,C,4.73,9,math,reading
male,group c,high school,standard,none,70,56,51,177,59.0,True,False,False,False,D,9.85,19,math,writing
male,group d,some high school,standard,completed,89,88,82,259,86.33,True,True,True,True,B,3.79,7,math,writing
female,group c,some college,standard,completed,67,81,79,227,75.67,True,True,True,True,C,7.57,14,reading,math
female,group d,high school,standard,none,78,81,80,239,79.67,True,True,True,True,C,1.53,3,reading,math
female,group a,some high school,free/reduced,none,59,73,69,201,67.0,False,True,True,False,C,7.21,14,reading,math
female,group b,associate's degree,standard,none,73,83,76,232,77.33,True,True,True,True,C,5.13,10,reading,math
male,group a,some high school,free/reduced,none,79,82,73,234,78.0,True,True,True,True,C,4.58,9,reading,writing
female,group c,some high school,standard,completed,67,74,77,218,72.67,True,True,True,True,C,5.13,10,writing,math
male,group d,some college,free/reduced,none,69,66,60,195,65.0,True,True,True,True,C,4.58,9,math,writing
male,group c,high school,standard,completed,86,81,80,247,82.33,True,True,True,True,B,3.21,6,math,writing
male,group b,high school,standard,none,47,46,42,135,45.0,False,False,False,False,F,2.65,5,math,writing
male,group b,associate's degree,standard,none,81,73,72,226,75.33,True,True,True,True,C,4.93,9,math,writing
female,group c,some college,free/reduced,completed,64,85,85,234,78.0,True,True,True,True,C,12.12,21,reading,math
female,group e,some college,standard,none,100,92,97,289,96.33,True,True,True,True,A,4.04,8,math,reading
female,group c,associate's degree,free/reduced,none,65,77,74,216,72.0,True,True,True,True,C,6.24,12,reading,math
male,group c,some college,free/reduced,none,65,58,49,172,57.33,True,False,False,False,D,8.02,16,math,writing
female,group c,associate's degree,free/reduced,none,53,61,62,176,58.67,False,True,True,False,D,4.93,9,writing,math
male,group c,bachelor's degree,free/reduced,none,37,56,47,140,46.67,False,False,False,False,F,9.5,19,reading,math
female,group d,bachelor's degree,standard,none,79,89,89,257,85.67,True,True,True,True,B,5.77,10,reading,math
male,group d,associate's degree,free/reduced,none,53,54,48,155,51.67,False,False,False,False,D,3.21,6,reading,writing
female,group e,bachelor's degree,standard,none,100,100,100,300,100.0,True,True,True,True,A,0.0,0,math,math
male,group b,high school,standard,completed,72,65,68,205,68.33,True,True,True,True,C,3.51,7,math,reading
male,group c,bachelor's degree,free/reduced,none,53,58,55,166,55.33,False,False,False,False,D,2.52,5,reading,math
male,group b,some college,free/reduced,none,54,54,45,153,51.0,False,False,False,False,D,5.2,9,math,writing
female,group e,some college,standard,none,71,70,76,217,72.33,True,True,True,True,C,3.21,6,writing,reading
female,group c,some college,free/reduced,none,77,90,91,258,86.0,True,True,True,True,B,7.81,14,writing,math
male,group a,bachelor's degree,standard,completed,75,58,62,195,65.0,True,False,True,False,C,8.89,17,math,reading
female,group c,some college,standard,none,84,87,91,262,87.33,True,True,True,True,B,3.51,7,writing,math
female,group d,associate's degree,free/reduced,none,26,31,38,95,31.67,False,False,False,False,F,6.03,12,writing,math
male,group a,high school,free/reduced,completed,72,67,65,204,68.0,True,True,True,True,C,3.61,7,math,writing
female,group a,high school,free/reduced,completed,77,88,85,250,83.33,True,True,True,True,B,5.69,11,reading,math
male,group c,some college,standard,none,91,74,76,241,80.33,True,True,True,True,B,9.29,17,math,reading
female,group c,associate's degree,standard,completed,83,85,90,258,86.0,True,True,True,True,B,3.61,7,writing,math
female,group c,high school,standard,none,63,69,74,206,68.67,True,True,True,True,C,5.51,11,writing,math
female,group c,associate's degree,standard,completed,68,86,84,238,79.33,True,True,True,True,C,9.87,18,reading,math
female,group d,some high school,standard,none,59,67,61,187,62.33,False,True,True,False,D,4.16,8,reading,math
female,group b,associate's degree,standard,completed,90,90,91,271,90.33,True,True,True,True,A,0.58,1,writing,math
female,group d,bachelor's degree,standard,completed,71,76,83,230,76.67,True,True,True,True,C,6.03,12,writing,math
male,group e,bachelor's degree,standard,completed,76,62,66,204,68.0,True,True,True,True,C,7.21,14,math,reading
male,group d,associate's degree,standard,none,80,68,72,220,73.33,True,True,True,True,C,6.11,12,math,reading
female,group d,master's degree,standard,none,55,64,70,189,63.0,False,True,True,False,D,7.55,15,writing,math
male,group e,associate's degree,standard,none,76,71,67,214,71.33,True,True,True,True,C,4.51,9,math,writing
male,group b,high school,standard,completed,73,71,68,212,70.67,True,True,True,True,C,2.52,5,math,writing
female,group d,associate's degree,free/reduced,none,52,59,56,167,55.67,False,False,False,False,D,3.51,7,reading,math
male,group c,some college,free/reduced,none,68,68,61,197,65.67,True,True,True,True,C,4.04,7,math,writing
male,group a,high school,standard,none,59,52,46,157,52.33,False,False,False,False,D,6.51,13,math,writing
female,group b,associate's degree,standard,none,49,52,54,155,51.67,False,False,False,False,D,2.52,5,writing,math
male,group c,high school,standard,none,70,74,71,215,71.67,True,True,True,True,C,2.08,4,reading,math
male,group d,some college,free/reduced,none,61,47,56,164,54.67,True,False,False,False,D,7.09,14,math,reading
female,group c,associate's degree,free/reduced,none,60,75,74,209,69.67,True,True,True,True,C,8.39,15,reading,math
male,group b,some high school,standard,completed,64,53,57,174,58.0,True,False,False,False,D,5.57,11,math,reading
male,group a,associate's degree,free/reduced,completed,79,82,82,243,81.0,True,True,True,True,B,1.73,3,reading,math
female,group a,associate's degree,free/reduced,none,65,85,76,226,75.33,True,True,True,True,C,10.02,20,reading,math
female,group c,associate's degree,standard,none,64,64,70,198,66.0,True,True,True,True,C,3.46,6,writing,math
female,group c,some college,standard,none,83,83,90,256,85.33,True,True,True,True,B,4.04,7,writing,math
female,group c,bachelor's degree,standard,none,81,88,90,259,86.33,True,True,True,True,B,4.73,9,writing,math
female,group b,high school,standard,none,54,64,68,186,62.0,False,True,True,False,D,7.21,14,writing,math
male,group d,high school,standard,completed,68,64,66,198,66.0,True,True,True,True,C,2.0,4,math,reading
female,group c,some college,standard,none,54,48,52,154,51.33,False,False,False,False,D,3.06,6,math,reading
female,group d,some college,free/reduced,completed,59,78,76,213,71.0,False,True,True,False,C,10.44,19,reading,math
female,group b,some high school,standard,none,66,69,68,203,67.67,True,True,True,True,C,1.53,3,reading,math
male,group e,some college,standard,none,76,71,72,219,73.0,True,True,True,True,C,2.65,5,math,reading
female,group d,master's degree,standard,none,74,79,82,235,78.33,True,True,True,True,C,4.04,8,writing,math
female,group b,associate's degree,standard,completed,94,87,92,273,91.0,True,True,True,True,A,3.61,7,math,reading
male,group c,some college,free/reduced,none,63,61,54,178,59.33,True,True,False,False,D,4.73,9,math,writing
female,group e,associate's degree,standard,completed,95,89,92,276,92.0,True,True,True,True,A,3.0,6,math,reading
female,group d,master's degree,free/reduced,none,40,59,54,153,51.0,False,False,False,False,D,9.85,19,reading,math
female,group b,some high school,standard,none,82,82,80,244,81.33,True,True,True,True,B,1.15,2,math,writing
male,group a,high school,standard,none,68,70,66,204,68.0,True,True,True,True,C,2.0,4,reading,writing
male,group b,bachelor's degree,free/reduced,none,55,59,54,168,56.0,False,False,False,False,D,2.65,5,reading,writing
male,group c,master's degree,standard,none,79,78,77,234,78.0,True,True,True,True,C,1.0,2,math,writing
female,group c,bachelor's degree,standard,none,86,92,87,265,88.33,True,True,True,True,B,3.21,6,reading,math
male,group d,some college,standard,none,76,71,73,220,73.33,True,True,True,True,C,2.52,5,math,reading
male,group a,some high school,standard,none,64,50,43,157,52.33,True,False,False,False,D,10.69,21,math,writing
male,group d,some high school,free/reduced,none,62,49,52,163,54.33,True,False,False,False,D,6.81,13,math,reading
female,group b,some high school,standard,completed,54,61,62,177,59.0,False,True,True,False,D,4.36,8,writing,math
female,group b,master's degree,free/reduced,completed,77,97,94,268,89.33,True,True,True,True,B,10.79,20,reading,math
female,group c,some high school,standard,completed,76,87,85,248,82.67,True,True,True,True,B,5.86,11,reading,math
female,group d,some college,standard,none,74,89,84,247,82.33,True,True,True,True,B,7.64,15,reading,math
female,group e,some college,standard,completed,66,74,73,213,71.0,True,True,True,True,C,4.36,8,reading,math
female,group d,some high school,standard,completed,66,78,78,222,74.0,True,True,True,True,C,6.93,12,reading,math
female,group b,high school,free/reduced,completed,67,78,79,224,74.67,True,True,True,True,C,6.66,12,writing,math
male,group d,some college,standard,none,71,49,52,172,57.33,True,False,False,False,D,11.93,22,math,reading
female,group c,associate's degree,standard,none,91,86,84,261,87.0,True,True,True,True,B,3.61,7,math,writing
male,group d,bachelor's degree,standard,none,69,58,57,184,61.33,True,False,False,False,D,6.66,12,math,writing
male,group c,master's degree,free/reduced,none,54,59,50,163,54.33,False,False,False,False,D,4.51,9,reading,writing
male,group c,high school,standard,completed,53,52,49,154,51.33,False,False,False,False,D,2.08,4,math,writing
male,group e,some college,standard,none,68,60,59,187,62.33,True,True,False,False,D,4.93,9,math,writing
male,group c,some high school,free/reduced,completed,56,61,60,177,59.0,False,True,True,False,D,2.65,5,reading,math
female,group c,high school,free/reduced,none,36,53,43,132,44.0,False,False,False,False,F,8.54,17,reading,math
female,group d,bachelor's degree,free/reduced,none,29,41,47,117,39.0,False,False,False,False,F,9.17,18,writing,math
female,group c,associate's degree,standard,none,62,74,70,206,68.67,True,True,True,True,C,6.11,12,reading,math
female,group c,associate's degree,standard,completed,68,67,73,208,69.33,True,True,True,True,C,3.21,6,writing,reading
female,group c,some high school,standard,none,47,54,53,154,51.33,False,False,False,False,D,3.79,7,reading,math
male,group e,associate's degree,standard,completed,62,61,58,181,60.33,True,True,False,False,D,2.08,4,math,writing
female,group e,associate's degree,standard,completed,79,88,94,261,87.0,True,True,True,True,B,7.55,15,writing,math
male,group b,high school,standard,completed,73,69,68,210,70.0,True,True,True,True,C,2.65,5,math,writing
female,group c,bachelor's degree,free/reduced,completed,66,83,83,232,77.33,True,True,True,True,C,9.81,17,reading,math
male,group c,associate's degree,standard,completed,51,60,58,169,56.33,False,True,False,False,D,4.73,9,reading,math
female,group d,high school,standard,none,51,66,62,179,59.67,False,True,True,False,D,7.77,15,reading,math
male,group e,bachelor's degree,standard,completed,85,66,71,222,74.0,True,True,True,True,C,9.85,19,math,reading
male,group a,associate's degree,standard,completed,97,92,86,275,91.67,True,True,True,True,A,5.51,11,math,writing
male,group c,high school,standard,completed,75,69,68,212,70.67,True,True,True,True,C,3.79,7,math,writing
male,group d,associate's degree,free/reduced,completed,79,82,80,241,80.33,True,True,True,True,B,1.53,3,reading,math
female,group c,associate's degree,standard,none,81,77,79,237,79.0,True,True,True,True,C,2.0,4,math,reading
female,group d,associate's degree,standard,none,82,95,89,266,88.67,True,True,True,True,B,6.51,13,reading,math
female,group d,master's degree,standard,none,64,63,66,193,64.33,True,True,True,True,D,1.53,3,writing,reading
male,group e,some high school,free/reduced,completed,78,83,80,241,80.33,True,True,True,True,B,2.52,5,reading,math
female,group a,some high school,standard,completed,92,100,97,289,96.33,True,True,True,True,A,4.04,8,reading,math
male,group c,high school,standard,completed,72,67,64,203,67.67,True,True,True,True,C,4.04,8,math,writing
female,group c,high school,free/reduced,none,62,67,64,193,64.33,True,True,True,True,D,2.52,5,reading,math
male,group c,master's degree,standard,none,79,72,69,220,73.33,True,True,True,True,C,5.13,10,math,writing
male,group c,some high school,free/reduced,none,79,76,65,220,73.33,True,True,True,True,C,7.37,14,math,writing
male,group b,bachelor's degree,free/reduced,completed,87,90,88,265,88.33,True,True,True,True,B,1.53,3,reading,math
female,group b,associate's degree,standard,none,40,48,50,138,46.0,False,False,False,False,F,5.29,10,writing,math
male,group d,some college,free/reduced,none,77,62,64,203,67.67,True,True,True,True,C,8.14,15,math,reading
male,group e,associate's degree,standard,none,53,45,40,138,46.0,False,False,False,False,F,6.56,13,math,writing
female,group c,some college,free/reduced,none,32,39,33,104,34.67,False,False,False,False,F,3.79,7,reading,math
female,group c,associate's degree,standard,completed,55,72,79,206,68.67,False,True,True,False,C,12.34,24,writing,math
male,group c,master's degree,free/reduced,none,61,67,66,194,64.67,True,True,True,True,D,3.21,6,reading,math
female,group b,associate's degree,free/reduced,none,53,70,70,193,64.33,False,True,True,False,D,9.81,17,reading,math
male,group d,some high school,standard,none,73,66,62,201,67.0,True,True,True,True,C,5.57,11,math,writing
female,group d,some college,standard,completed,74,75,79,228,76.0,True,True,True,True,C,2.65,5,writing,math
female,group c,some college,standard,none,63,74,74,211,70.33,True,True,True,True,C,6.35,11,reading,math
male,group c,bachelor's degree,standard,completed,96,90,92,278,92.67,True,True,True,True,A,3.06,6,math,reading
